Sample_ID,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19,Gene_20,Gene_21,Gene_22,Gene_23,Gene_24,Gene_25,Gene_26,Gene_27,Gene_28,Gene_29,Gene_30,Gene_31,Gene_32,Gene_33,Gene_34,Gene_35,Gene_36,Gene_37,Gene_38,Gene_39,Gene_40,Gene_41,Gene_42,Gene_43,Gene_44,Gene_45,Gene_46,Gene_47,Gene_48,Gene_49,Gene_50,Gene_51,Gene_52,Gene_53,Gene_54,Gene_55,Gene_56,Gene_57,Gene_58,Gene_59,Gene_60,Gene_61,Gene_62,Gene_63,Gene_64,Gene_65,Gene_66,Gene_67,Gene_68,Gene_69,Gene_70,Gene_71,Gene_72,Gene_73,Gene_74,Gene_75,Gene_76,Gene_77,Gene_78,Gene_79,Gene_80,Gene_81,Gene_82,Gene_83,Gene_84,Gene_85,Gene_86,Gene_87,Gene_88,Gene_89,Gene_90,Gene_91,Gene_92,Gene_93,Gene_94,Gene_95,Gene_96,Gene_97,Gene_98,Gene_99,Gene_100
SP_1,3.107048316444395,2.0691522976317356,7.11117899461028,7.679007581763,9.401202974213247,7.222667096953016,3.8039190673283043,8.117723369858794,0.6989687487357366,9.904075404535222,0.44821162195664344,8.630626148452658,3.7072591462537896,4.278720291361658,4.219748157632187,5.255018925332918,7.1838805373425245,4.287299009426421,4.956984510783856,4.579583416303381,7.6394580609044604,9.091150352249155,9.7169978943311,7.4894962143244435,6.193867382087998,8.808370247283408,6.941863973704148,9.360381887401992,6.795933861471266,7.987385992050644,7.7065228293355865,9.312108223761491,7.007021058494346,7.044485368457844,4.908426631728928,1.0097164581741602,6.946753730398321,6.292316909292486,6.337346476117698,9.208849700869871,2.3023349620437115,6.806776930846171,0.6006944913669743,1.9486207588438287,5.981582985763993,5.941215646577129,0.2106669648058901,2.6925230004310894,3.6591839835868987,3.1105590053439816,7.552151518849034,2.8779395173973366,7.2018358918274,0.8229299843232984,2.4657494731206366,4.415322286194004,0.42206086735456005,8.898248332309972,6.282741331214702,8.920925254779117,9.777685776941317,7.648662406461733,2.7145902993786466,9.114779201090615,0.9950117583747309,8.094608827468555,1.5942323105162504,6.002033402112907,3.57553130045836,3.4037831800344676,1.9331502537816836,2.7482435260479154,0.20224106730236557,2.8352699319589094,3.4357304000298505,0.7642071486747415,7.404417932473837,9.188990597551825,4.045592065315171,2.111537687166453,5.311602995683269,0.5722157634708191,8.703302310434076,1.3764757316842602,2.5293293956092553,2.0380627619329585,0.5354628339021039,3.8996347989833713,3.713132010677027,9.0649767656387,4.273160106609044,2.0206391200717455,8.307424497829224,5.45338591324665,8.903414868201672,5.08145431623457,0.9893693191024777,2.027118953302889,7.036628548003363,2.92771069311649
SP_2,5.407295893562224,9.584915342052188,9.898940350338112,5.88505470471293,5.293680253708761,8.67161664181857,3.860080878116542,8.345644432762528,4.412549563206464,1.8558741381749966,2.49163847934166,6.568476626847373,1.2161848543279696,2.5452899978973975,4.913515563525138,0.5913475641382526,7.133747133267448,0.014360651201906771,8.10310636302357,8.738132407405049,8.10182476772767,8.15314281544744,2.1329992468919934,1.6310947791496089,3.764033241221335,1.9873825409754964,7.050644469867555,4.235620039086029,7.134211601990936,5.584532091010576,9.840481764057792,9.486310040724685,3.7517868825605194,9.307984274967618,7.857564365316815,4.165260733854272,3.873705204773227,4.6732673404866105,7.018587067172386,3.2067153440748255,5.242235705721058,2.7591450904535444,0.8644380115436956,1.5114858947607002,7.211039954848073,6.100607053558491,7.441497645715421,8.184917243799905,2.066198922935639,9.802404413248116,3.790268199790937,8.532099757303067,6.896247082046808,2.328028448509306,5.580757353299921,9.184779826568287,3.4952902762916183,3.8390169873505364,1.7088316698869488,4.141971071931455,3.3616721646673553,7.452820173652884,2.1709779342823134,3.493202245226845,3.3906758651171645,2.9982460574919267,0.30192998125514237,6.482711741239847,4.524561325753185,7.328143885002985,4.0829441199227094,2.4235387927549423,9.995538618588597,6.492085289844591,0.47315871124910314,0.5660242797085668,3.200587814373641,8.55297969659935,1.30752623794403,0.33470633966345087,4.56965296350245,4.1566475572484185,9.468322795954162,6.095370742018158,7.267335390359487,5.2922242680919815,0.3133037244389536,1.7150547513847303,3.4410006077715827,6.5142860792758706,2.6355575284230692,0.1719634701351236,6.181631642704273,9.205937355070267,2.5848356458517205,7.72098678256167,2.4649480538816704,8.641086356495927,5.875631086345265,0.20130550334212294
SP_3,0.6223308365170221,5.008331278244268,1.3895140743212897,2.1203935698760743,4.79700293261783,2.6144281881242524,4.230783478037767,3.3869104380070594,1.7360051609487492,9.463611562779878,3.42873463093449,6.517330624194834,2.126672609833716,0.692116508049343,1.2803718359348226,2.636002502503759,9.465768471069712,3.2396778822607395,3.150915118271941,3.231998735950775,7.485151681514134,9.621497139962509,9.77331596109119,2.7336987312329484,9.779867954611186,3.93529047390499,5.412478157379461,7.363263308400693,0.11225634603802104,1.934805258391955,5.900194419799945,7.582004327320764,5.831910356750173,6.302512895143165,4.083126611454231,3.0582072679511874,8.614189180943034,4.47762959541517,6.894879684804293,0.26245820352491567,7.494384386779145,7.24463128430456,0.8925097561875717,9.947772295033403,6.322543326859655,8.572579228557306,7.19825748868047,8.74637014395817,9.764984401315184,1.7277526208041272,2.9443819857052556,9.685150574851239,7.662405825285652,2.3260499719984784,9.4458343575982,5.350217655967377,7.914085246368645,9.173054996565867,2.4383989601644265,6.21472639097549,2.6199985054087094,3.9015969382537175,7.943956436872128,4.615054944683004,2.7783824281464997,0.9796376588359079,2.879991766925106,4.853071319047594,5.430734508729563,2.8703354623965858,9.953208067028395,2.900961147931133,6.88003612526694,0.4716488267449559,5.101608929889978,1.7462395184562463,1.889396323654956,4.115067425329163,0.5549310768006066,7.400720189253795,7.605709946700011,1.3619326082289873,7.895609854654456,1.1433139402713255,5.778067460850971,1.4663450385873844,2.861888503631306,5.650310838136755,3.5701440252554106,9.448734587062097,4.485450512987318,7.761712347700495,7.460294414388699,5.509614188126507,6.052722456201002,9.968873303589145,0.0276428634911996,2.852323912449516,0.7265591115732339,1.7795922093872207
SP_4,7.936437574675823,9.546865531139181,7.5432636759343055,8.365742874932673,6.282611252986168,9.66633372963471,1.8161570917993108,4.191232269555436,6.343884361869611,1.7720252336672415,1.810914116097846,7.295437518411944,2.7253981319294915,6.911057339179946,5.144006807203972,4.750457613445196,6.684124413984432,5.86797290393243,2.5088788073084753,3.7044386593327836,0.10304503132031684,1.334757864076791,3.6593189152271774,2.9391475702354954,2.4934489533341395,5.710192524127789,2.465087965749433,9.727945382293228,6.8575553386487895,2.5208469352034726,0.9444382538246676,1.4049990682002345,2.171972705047339,3.3952961585388843,5.549692482042039,6.354710672999965,7.535606229646945,4.29809327728433,1.5155477226620995,1.1119319754810442,5.44658555367435,7.851714097513444,8.655052084253427,6.4059370264262325,4.627856312447327,6.671051010242742,2.055230236066744,7.280965425252637,4.833014742008858,8.033869961841765,3.348067230060513,6.424550652289554,2.792144227030623,8.22459993031991,2.7085341310951403,6.557175061787488,1.8685084342860958,7.052756230109186,2.8869925251123374,5.475647007819344,7.354365163582555,9.246329901899893,2.515332700569455,8.185030641067009,7.704933504996946,5.223322604778873,6.365376102599576,8.832696518636702,7.612226685099241,4.593838443754512,1.5312625137029123,8.378766802073734,7.632790251768908,4.413845141101405,2.3741034058382935,7.3851396210237175,7.990038838070438,6.662828448057777,7.40695888835813,4.4407885151030415,2.3960967006725586,3.6884837252283775,2.584978651709968,4.090606548879175,5.968831707854564,1.6343661745415328,8.136869346815482,1.731294318105887,9.142124770503969,3.0898490803950773,7.5315340243820925,6.002260162981898,7.604889881151598,2.994917904249732,1.567732028874761,5.5922375548079994,2.0110227965878282,2.1442519335205223,9.797811664615422,3.3407080935506217
SP_5,1.6172070589201482,0.14001038311090452,6.1025686617192125,4.3119134576647955,6.917246387925916,1.8576390465445136,3.5171171430389627,8.08975192868971,9.501443270654672,1.247513372220146,9.877470282691514,2.3395245755144045,4.620937585543218,5.024632659466661,2.9382410647981647,2.909088131091273,4.974792335963246,1.7866967301456183,1.9241606061422267,8.741722314555123,7.012852557979179,9.288845484413526,9.180188801487917,4.984332356057402,9.411235546338258,1.1884054300419156,7.2640257320543675,3.817798707756428,9.061308450033994,3.974716940885197,3.033362769368048,9.117714293647223,0.44066377919287136,3.923401730001629,2.056998159340153,5.405001836654573,6.154605616797783,2.004784734049405,7.50471343974053,0.4845731774960593,5.86268294461658,2.5130745920218214,1.2302184844288822,9.437136285044788,5.624725435936895,6.089225629640329,6.313844968243983,1.3301676177013477,8.486092677722558,9.874554095662617,9.727968061820754,6.770721050451169,4.16316543104672,4.384280670067891,9.263401779671348,6.803585872572807,7.706136061843912,9.074694143709744,3.666719703243265,3.540645406278824,3.97978214343368,1.9440965713130887,5.243095322595196,5.547477536417182,5.67749373333988,3.294754379673195,4.492703595245349,3.984751180225501,6.328983305544369,7.8003937401699766,7.677090673768986,7.785643064810151,0.6612282983435513,9.536860269551031,8.740948439268607,4.655568581219579,9.867566724270112,6.017611269703455,2.04988549010523,8.268276681900764,3.8687311519850107,9.848674061085122,4.131667509171459,5.207650267278696,4.26206000494445,4.79437748581249,3.071891565626937,6.812229718541229,2.812417249164245,3.7653761062298474,5.72180923609901,1.0629967466443302,1.8279506396957923,0.7138600020203723,7.977234896278173,4.758136886806707,5.988467566070311,4.754606259539301,6.2239471941361755,6.393304727445347
SP_6,7.3981235261800045,5.362446595452683,3.197019863784556,6.45564717915023,0.23910745983492854,7.955476714729133,7.715276299329866,8.777977100460404,1.012199794973273,6.232000425892346,9.757027952875335,2.4013579698230094,1.7658790455782347,9.49839281184479,9.15383884264288,3.644632918476046,2.841727456306522,9.619260673121095,6.626030060951578,6.264988377064833,7.423474489992424,5.9361172498284756,1.4129664336362868,0.6060658186923262,7.886851334474918,9.219371780118053,9.121414705333732,5.972887643898142,5.62934073980558,4.704977604761505,3.055806318250217,2.7507315396260115,9.33833615016323,8.61620326743855,2.894990864225976,0.9611787813486439,2.260913493787103,3.5090084997178783,6.402208514202435,7.424263754217635,6.745885423430958,9.891934809882198,3.6247329637651236,3.4023925431296353,5.238838673048953,4.111412557298079,9.693641903854925,2.411873282501018,6.846948257507279,9.623715285409602,4.1681473313129125,8.289612894932631,0.01828338306306132,7.924889443350747,2.7509320734739315,7.762757665540976,2.4093249918246205,2.6419109262323524,3.6753648048512346,6.591551606094441,6.929944403831224,0.35594370498079564,6.855238868714871,0.029805034255059315,0.07945222042132216,1.592129467441351,5.4410436804494475,1.344675115276568,4.8267211961339065,8.934396428940815,1.6852963968175094,3.8671564128116165,7.851511617005141,3.660042924995639,0.9543162665776894,2.8242714532944433,4.074329069488205,6.152442741822793,9.69991090545635,8.947350876083965,2.348120910989322,2.924385434893523,6.554807719827308,4.998690879525316,0.11000597329649864,7.012142987863589,6.939722165126194,2.702245926376553,7.627708776140828,5.54795172920839,0.6302351959143593,4.089371646437043,0.1528535973051981,6.939600672793588,0.1946084075180854,4.145196789299034,7.8134806268117565,1.1160658004122992,7.569481800517963,4.784778987388991
SP_7,9.504727362817448,8.565623950292723,3.156933000876995,4.691285497833121,6.834988797632881,1.1715482503707075,7.736665988451019,1.187762201150574,8.809436287821269,8.101317940641467,8.727973774908552,8.490261401784156,5.509994316864436,8.601828062265076,5.47979540014619,6.910645627540559,9.990016255742788,4.889936439916308,3.4791807750991377,3.323964882410003,6.689462727330091,4.642793230968109,1.4987852570150018,2.8289781704075647,4.611900293969784,4.074629137237816,4.1545821859592404,6.209567252025641,1.3399894054848194,3.9889390118009196,6.552731375323031,1.6814846026433428,8.760577662264456,8.772276325169084,9.80798219386157,2.6457928827240593,5.846034894390796,3.1336433288674703,0.23370094105447548,7.251050411336227,5.524087075921393,2.8830803528469673,5.653670066108258,7.420661977802885,1.0616999562697438,1.1575558646652173,8.50525785641661,4.433680571158266,6.300861463144188,8.729218541015106,3.773435771184528,4.538786758441616,6.774702279918728,9.669084946338018,7.08638335322801,8.847687340388527,8.240301806443554,0.5073205965487138,1.2012678270608013,1.6784600310789677,1.9833304403007435,1.3857184621943885,0.6624379614468856,6.025272902232222,1.948852423314037,2.7865169505481893,9.232949538117527,9.520078972366942,5.1018597767271645,3.6815249747160306,5.170556750148618,4.4641401923785375,2.5724405846359675,0.5459074220731142,8.563442689700357,4.59917640524494,1.258855068729483,9.479103736514933,5.31369989183021,9.40027159576693,1.1170033942532054,6.544435286410408,6.363586477004341,1.61652421693392,8.362038627566456,2.309324921244097,0.9744725575698432,8.09438830077905,3.374119222168399,7.211355662261414,0.11511787703063603,5.459247603548553,4.609235719776176,2.011715509116633,5.772763869155727,3.2383176416688784,8.575232589132955,7.783442310684869,2.0518159960339655,0.37163320620176243
SP_8,8.359030785360245,5.9692698440654315,3.614071073314673,3.1559370686195223,2.7616837824156737,7.116839290473753,4.427437232509609,1.5203130440179002,5.749302251072573,3.1055603115193064,2.799166081496681,6.072032979597574,2.1762314122969464,8.022294925657512,1.4524646126376761,7.675733374789417,9.076574242132237,5.626327886241728,1.141057193489805,5.755181290434469,8.137555106887323,0.46904432428042986,7.122396906146373,4.340930465900502,2.117329380313012,0.9373934648506899,8.766202751644647,8.628075224196772,8.903864671391577,1.8858670213740159,3.244021639850673,9.743941763994911,2.784046764872964,3.410909212976534,7.5444833662105815,8.678878321784964,3.968822632154043,5.030961382123429,5.393468695282544,1.0029810992776156,6.576572278853513,3.3660655123878556,2.040014048340276,0.5745002687109158,8.23732027480003,6.633320234087099,5.837746528807238,7.680706243119612,5.344278363961433,6.046598416280002,8.001783114340423,3.3253262025429176,6.493523991891708,9.77988232012325,4.911888087610478,5.010012363630091,6.550613552301909,0.8751033556963428,7.398843663723362,8.475657405826825,9.9325230716819,2.082675738092693,5.422620299730033,5.3148411513333755,8.34065175273858,1.2988509868031917,6.204458036849992,6.40923842069285,4.773066872453309,8.68608130751211,3.8862230091471606,5.619485137069839,3.4763420854173024,1.1611345187554467,7.511163510731413,6.03002740474825,6.816298769206064,9.824052380981644,8.819287495713624,9.409067659790203,3.130895199779502,6.30841367430507,2.478804715627756,8.202895213136621,8.004992401327854,2.32013683925131,6.289591340981593,6.466045215656461,3.215245107740372,5.394414320995824,8.918947473494086,7.838295482218576,9.735449745116497,4.133980693113138,8.11763447442117,8.673628320616439,7.710153085043823,2.6454133148934145,1.5454510170202385,2.105310533922747
SP_9,3.6943987303211703,6.643220254144833,3.279962512487453,7.551169280568337,6.982483874547102,5.31966903708631,4.280968060548799,8.4476945256721,0.39410183189827475,4.924926232529732,9.196192275548503,4.26761856099323,1.4690392108982697,7.701743549441984,6.4079992579782825,6.377046747670146,4.396971857203745,1.9248955238885967,6.528530930319115,7.523847591381768,9.96831576062425,9.534405666378657,0.3211885266605141,1.5165984248699305,2.9923679032081054,6.689886959955897,6.390418844092144,8.879057004634987,0.2971493708403372,1.81048520578027,3.1045927374836104,9.21125324131112,6.970881717186113,1.1718166121373486,2.289651531298167,2.8486199522818145,2.548308515683093,8.941558975052711,4.143662132725556,8.441461534712259,5.661370762320949,2.81096453020465,8.749165594021733,0.9621581127552237,6.983429993262167,3.8469549190594643,4.588208228308169,5.403938913082981,0.422935947859866,0.19492957668879485,2.071428943888791,2.8104619921308482,5.71310559242021,8.559020378410183,5.225119518622616,5.104328916984865,0.030471136424101708,8.160734885675508,1.980438716750259,9.129246254248065,9.469427273661136,2.8957944078417186,8.09600831084168,0.4205934724627791,7.089895920760913,9.559162400570099,1.466013479915551,8.607022051839836,4.456984691422731,5.119105499578703,9.595609771809999,0.2204532657397762,3.2327337312240925,1.1855190913336822,0.17462291554067755,1.1307509593452725,1.73976138084319,6.010612443196139,8.176811105228339,9.092064096390006,3.482782832550604,8.604362018649516,0.2699965057428799,2.162559962906693,9.973074400290884,8.327857211726243,4.971108900868549,5.055972663219107,9.077761640212117,5.687470872378394,8.777571897374763,3.608029220471626,0.2919358152428342,3.04213230120011,8.693258903161613,3.7400315668594084,0.5696178742363112,7.5141041797394825,2.222899599851017,8.262228377588682
SP_10,8.128048249848055,0.4429603673147231,4.975543795307379,7.646073986763517,1.0704165864522153,1.996087711131671,8.770252174536733,5.034348580596754,8.402584460183482,2.1485876124116676,3.5717322193630197,8.453441159880065,7.556547494184233,7.016232655829317,9.213330197791468,9.79037298297707,4.095696221449394,8.442856568950727,9.592003809151779,1.6228291077296475,1.0323742932464086,5.168166976576131,7.849031820580907,3.2205645239905136,1.6700602600821723,1.9636149817818926,4.457126739255987,1.431417843778604,3.821145614519942,3.9034246809736994,7.128321389760465,7.0081116231886975,2.8553456571040314,2.0678217450493364,2.87277997500294,1.0429844006536937,7.516320659848268,3.548413454290448,1.724886106831457,9.400834215679696,6.088824503261808,3.015189830679285,8.663896364772153,0.24957634648217875,8.121441870818582,0.1914852611821416,7.954570928837622,3.2324925474494384,2.0400616743753175,9.110046934510512,5.594753596670797,7.995856732831096,8.402637420610436,8.88220489025974,9.886338391002772,1.359438303434537,1.140706108970887,8.465370459207751,0.08111062355814047,1.228148418246805,0.9410185296839069,3.8910156165456353,3.614502209021919,3.411326861854983,4.739829632881785,8.398604121299925,9.936442205337668,1.3523632365530125,3.275988775448486,9.94027120988761,0.9864783703720226,1.7399394527502743,2.526695231240118,8.982000123732432,7.82874750868511,9.634741538678327,9.393625333054512,0.7151775519938164,8.673127102723955,3.6317989385420946,3.231001959523411,5.412961426406051,8.829704953469095,0.46696833354736844,0.5585043580067173,5.032082484332772,4.1989502911532925,5.329452034689476,9.472428600435085,0.9487630847127371,9.465176576348997,8.64159507368628,2.417217603513744,5.470828854855836,2.2181583471719533,7.3219225429621835,7.379833172655722,6.37266095837497,8.061960106522928,6.640063667514084
